id,title,address,district_id,lat,lon,area,price,price_per_m2,state,url
4906636,BOSEN | 3 izbový slnečný klimatizovaný byt v tichej lokalite Bratislava - Podunajské Biskupice,Korytnická,bratislava-ii-podunajske-biskupice,48.1381609,17.2139002,-1.0,199990.0,-1.0,kompletná rekonštrukcia,https://www.nehnutelnosti.sk/4906636/bosen-3-izbovy-slnecny-klimatizovany-byt-v-tichej-lokalite-bratislava-podunajske-biskupice/
4950088,"3-izb. byt, Dudvážska, Podunajské Biskupice",Dudvážska,bratislava-ii-podunajske-biskupice,48.1370065,17.2151957,66.0,169000.0,2560.6060606060605,pôvodný stav,https://www.nehnutelnosti.sk/4950088/3-izb-byt-dudvazska-podunajske-biskupice/
4938593,"3-izb. byt, Bieloruská, Podunajské Biskupice",Bieloruská,bratislava-ii-podunajske-biskupice,48.1393266,17.200566,-1.0,179900.0,-1.0,kompletná rekonštrukcia,https://www.nehnutelnosti.sk/4938593/3-izb-byt-bieloruska-podunajske-biskupice/
4943646,"3I BYT , BA---m.č. Podunajské Biskupice, Dudvažská ul.",Dudvážska,bratislava-ii-podunajske-biskupice,48.1370065,17.2151957,65.0,168000.0,2584.6153846153848,pôvodný stav,https://www.nehnutelnosti.sk/4943646/3i-byt-ba-m-c-podunajske-biskupice-dudvazska-ul/
4860348,"Klimatizovaný 3i byt, 2x parkovacie miesto, rekonštrukcia r. 2014",Orenburská,bratislava-ii-podunajske-biskupice,48.12993326,17.21923828,-1.0,300000.0,-1.0,novostavba,https://www.nehnutelnosti.sk/4860348/klimatizovany-3i-byt-2x-parkovacie-miesto-rekonstrukcia-r-2014/
4897489,"Najlacnejsibyt.sk: BAII - Baltská ul., 3i 78m2 - Nová kompletná rekonštrukcia + kuchynská linka - kr",Baltská,bratislava-ii-podunajske-biskupice,48.135859,17.2008799,78.0,209990.0,2692.1794871794873,kompletná rekonštrukcia,https://www.nehnutelnosti.sk/4897489/najlacnejsibyt-sk-baii-baltska-ul-3i-78m2-nova-kompletna-rekonstrukcia-kuchynska-linka-kr/
4871594,"Priestranný 3 izbový byt TERASA, GARÁŽ",Vrakunská,bratislava-ii-podunajske-biskupice,48.13713378,17.20335167,-1.0,275000.0,-1.0,novostavba,https://www.nehnutelnosti.sk/4871594/priestranny-3-izbovy-byt-terasa-garaz/
4944411,"PREDAJ pekného 3izb. bytu v DOLCE VITA, BA II - Podunajské Biskupice",Vrakunská,bratislava-ii-podunajske-biskupice,48.13733589,17.20359206,-1.0,209000.0,-1.0,kompletná rekonštrukcia,https://www.nehnutelnosti.sk/4944411/predaj-pekneho-3izb-bytu-v-dolce-vita-ba-ii-podunajske-biskupice/
4920037,Zrekonštruovaný 3-iz byt pripravený na vyšší štandard,Bratislava II - Podunajské Biskupice,bratislava-ii-podunajske-biskupice,48.1251068,17.2107906,65.0,-1.0,-1.0,kompletná rekonštrukcia,https://www.nehnutelnosti.sk/4920037/zrekonstruovany-3-iz-byt-pripraveny-na-vyssi-standard/
4959273,"Predaj 3 - izbový byt v BA II, ulica Nákovná",Nákovná,bratislava-ii-podunajske-biskupice,48.12994789,17.20350895,-1.0,235000.0,-1.0,novostavba,https://www.nehnutelnosti.sk/4959273/predaj-3-izbovy-byt-v-ba-ii-ulica-nakovna/
4959201,"3 izbový ZÁVODNÁ - Bratislava, s predzáhradkou - APARTMÁN - nebytový priestor - DOBRÁ CENA !!",Závodná,bratislava-ii-podunajske-biskupice,48.1369985,17.1922149,64.0,109000.0,1703.125,kompletná rekonštrukcia,https://www.nehnutelnosti.sk/4959201/3-izbovy-zavodna-bratislava-s-predzahradkou-apartman-nebytovy-priestor-dobra-cena/
4954437,DOM-REALÍT a maklér Vríčanová Veronika Vám ponúka na predaj priestranný 3 izbový byt v Bratislave –,Podunajská,bratislava-ii-podunajske-biskupice,48.14,17.2,84.0,240000.0,2857.1428571428573,novostavba,https://www.nehnutelnosti.sk/4954437/dom-realit-a-makler-vricanova-veronika-vam-ponuka-na-predaj-priestranny-3-izbovy-byt-v-bratislave/
4913324,DOM-REALÍT a maklér Vríčanová Veronika Vám ponúka na predaj priestranný 3 izbový byt v Bratislave –,Podunajská,bratislava-ii-podunajske-biskupice,48.14,17.2,84.0,1.0,0.011904761904761904,novostavba,https://www.nehnutelnosti.sk/4913324/dom-realit-a-makler-vricanova-veronika-vam-ponuka-na-predaj-priestranny-3-izbovy-byt-v-bratislave/
4834845,REZERVOVANÝ: DOM-REALÍT ponúka jedinečný zariadený 3 izbový byt na ulici Bodrocká,Bodrocká,bratislava-ii-podunajske-biskupice,48.133984,17.2089944,-1.0,205000.0,-1.0,kompletná rekonštrukcia,https://www.nehnutelnosti.sk/4834845/rezervovany-dom-realit-ponuka-jedinecny-zariadeny-3-izbovy-byt-na-ulici-bodrocka/
4958767,Ponúkame 3 izbový byt v mestskej časti Podunajské Biskupice na ulici Vetvárska,Vetvárska,bratislava-ii-podunajske-biskupice,48.1248133,17.2109167,72.0,190000.0,2638.8888888888887,čiastočná rekonštrukcia,https://www.nehnutelnosti.sk/4958767/ponukame-3-izbovy-byt-vmestskej-casti-podunajske-biskupice-na-ulici-vetvarska/
4827957,3-izbový byt v novostavbe,Kazanská,bratislava-ii-podunajske-biskupice,48.1341562,17.205158,-1.0,222900.0,-1.0,novostavba,https://www.nehnutelnosti.sk/4827957/3-izbovy-byt-v-novostavbe/
4951683,Predám 3 - izbový byt na Dolných Honoch,Dudvážska,bratislava-ii-podunajske-biskupice,48.1370065,17.2151957,66.0,169000.0,2560.6060606060605,pôvodný stav,https://www.nehnutelnosti.sk/4951683/predam-3-izbovy-byt-na-dolnych-honoch/
4891685,3 izbový byt v Podunajských Biskupiciach na predaj,Bieloruská,bratislava-ii-podunajske-biskupice,48.1393266,17.200566,71.0,179900.0,2533.8028169014083,kompletná rekonštrukcia,https://www.nehnutelnosti.sk/4891685/3-izbovy-byt-v-podunajskych-biskupiciach-na-predaj/
4956054,3 izbový byt v Podunajských Biskupiciach na predaj,Vetvárska,bratislava-ii-podunajske-biskupice,48.1248133,17.2109167,72.0,190000.0,2638.8888888888887,čiastočná rekonštrukcia,https://www.nehnutelnosti.sk/4956054/3-izbovy-byt-v-podunajskych-biskupiciach-na-predaj/
4947942,NOVINKA I 3 izbový byt s balkónom po práve dokončenej rekonštrukcii,Dudvážska,bratislava-ii-podunajske-biskupice,48.1371329,17.2150147,71.0,184900.0,2604.225352112676,čiastočná rekonštrukcia,https://www.nehnutelnosti.sk/4947942/novinka-i-3-izbovy-byt-s-balkonom-po-prave-dokoncenej-rekonstrukcii/
4915572,Predaj Ponúkame na predaj 3i-byt s lodžiou a pivnicou v Podunajských Biskupiciach,Dudvážska,bratislava-ii-podunajske-biskupice,48.1371329,17.2150147,71.0,169990.0,2394.225352112676,kompletná rekonštrukcia,https://www.nehnutelnosti.sk/4915572/predaj-ponukame-na-predaj-3i-byt-s-lodziou-a-pivnicou-v-podunajskych-biskupiciach/
4830355,"Na predaj 3 izbový byt 71,60 m2 s terasou, parkovacie státie, novostavba, Kazanská ul., Bratislava",Kazanská,bratislava-ii-podunajske-biskupice,48.1341562,17.205158,72.0,239900.0,3331.9444444444443,novostavba,https://www.nehnutelnosti.sk/4830355/na-predaj-3-izbovy-byt-71-60-m2-s-terasou-parkovacie-statie-novostavba-kazanska-ul-bratislava/
4947297,3 izbový byt,Toryská,bratislava-ii-podunajske-biskupice,48.1360359,17.2055016,65.0,160000.0,2461.5384615384614,čiastočná rekonštrukcia,https://www.nehnutelnosti.sk/4947297/3-izbovy-byt/
4949134,REZERVOVANÉ exkluzívne: 3 izbový byt s balkónom a bezproblémovým parkovaním v Bratislave,Hronská,bratislava-ii-podunajske-biskupice,48.134557,17.2101867,72.0,195000.0,2708.3333333333335,kompletná rekonštrukcia,https://www.nehnutelnosti.sk/4949134/rezervovane-exkluzivne-3-izbovy-byt-s-balkonom-a-bezproblemovym-parkovanim-v-bratislave/
4924991,"Priestranný 3-izbový byt v Podunajských Biskupiciach, 65m2",Bratislava II - Podunajské Biskupice,bratislava-ii-podunajske-biskupice,48.1251068,17.2107906,-1.0,180980.0,-1.0,čiastočná rekonštrukcia,https://www.nehnutelnosti.sk/4924991/priestranny-3-izbovy-byt-v-podunajskych-biskupiciach-65m2/
4920974,Príjemný 3 izbový byt v lokalite Podunajské Biskupice,Bratislava II - Podunajské Biskupice,bratislava-ii-podunajske-biskupice,48.1251068,17.2107906,76.0,184999.0,2434.1973684210525,čiastočná rekonštrukcia,https://www.nehnutelnosti.sk/4920974/prijemny-3-izbovy-byt-v-lokalite-podunajske-biskupice/
4873077,"Krásny 3 izbový byt v NOVOSTAVBE MEDELSOHN v Bratislave - Kazanská ulica - 83,24m²",Bratislava II - Podunajské Biskupice,bratislava-ii-podunajske-biskupice,48.1251068,17.2107906,-1.0,290000.0,-1.0,novostavba,https://www.nehnutelnosti.sk/4873077/krasny-3-izbovy-byt-v-novostavbe-medelsohn-v-bratislave-kazanska-ulica-83-24m/
4916222,"Predaj 3 - izbový byt s loggiou, pri Vrakúnskom lesoparku a Malom Dunaji, na Estónskej ulici, BAII –",Estónska,bratislava-ii-podunajske-biskupice,48.1431707,17.2020051,71.0,189900.0,2674.6478873239435,čiastočná rekonštrukcia,https://www.nehnutelnosti.sk/4916222/predaj-3-izbovy-byt-s-loggiou-pri-vrakunskom-lesoparku-a-malom-dunaji-na-estonskej-ulici-baii/
4955145,Na predaj exkluzívny 3. izbový byt v Bratislave,Estónska,bratislava-ii-podunajske-biskupice,48.1432935,17.2018581,66.0,187500.0,2840.909090909091,kompletná rekonštrukcia,https://www.nehnutelnosti.sk/4955145/na-predaj-exkluzivny-3-izbovy-byt-v-bratislave/
4788509,"PREDAJ MODERNÉHO 3 IZB. BYTU V NOVOSTAVBE NA LIGURČEKOVEJ UL. , 2 x PARKING",Ligurčekova,bratislava-ii-podunajske-biskupice,48.1189804,17.2231816,86.0,230000.0,2674.4186046511627,novostavba,https://www.nehnutelnosti.sk/4788509/predaj-moderneho-3-izb-bytu-v-novostavbe-na-ligurcekovej-ul-2-x-parking/
4906636,BOSEN | 3 izbový slnečný klimatizovaný byt v tichej lokalite Bratislava - Podunajské Biskupice,Korytnická,bratislava-ii-podunajske-biskupice,48.1381609,17.2139002,-1.0,199990.0,-1.0,kompletná rekonštrukcia,https://www.nehnutelnosti.sk/4906636/bosen-3-izbovy-slnecny-klimatizovany-byt-v-tichej-lokalite-bratislava-podunajske-biskupice/
4950088,"3-izb. byt, Dudvážska, Podunajské Biskupice",Dudvážska,bratislava-ii-podunajske-biskupice,48.1370065,17.2151957,66.0,169000.0,2560.6060606060605,pôvodný stav,https://www.nehnutelnosti.sk/4950088/3-izb-byt-dudvazska-podunajske-biskupice/
4938593,"3-izb. byt, Bieloruská, Podunajské Biskupice",Bieloruská,bratislava-ii-podunajske-biskupice,48.1393266,17.200566,-1.0,179900.0,-1.0,kompletná rekonštrukcia,https://www.nehnutelnosti.sk/4938593/3-izb-byt-bieloruska-podunajske-biskupice/
4943646,"3I BYT , BA---m.č. Podunajské Biskupice, Dudvažská ul.",Dudvážska,bratislava-ii-podunajske-biskupice,48.1370065,17.2151957,65.0,168000.0,2584.6153846153848,pôvodný stav,https://www.nehnutelnosti.sk/4943646/3i-byt-ba-m-c-podunajske-biskupice-dudvazska-ul/
4860348,"Klimatizovaný 3i byt, 2x parkovacie miesto, rekonštrukcia r. 2014",Orenburská,bratislava-ii-podunajske-biskupice,48.12993326,17.21923828,-1.0,300000.0,-1.0,novostavba,https://www.nehnutelnosti.sk/4860348/klimatizovany-3i-byt-2x-parkovacie-miesto-rekonstrukcia-r-2014/
